Sales Region;Sales Country;Vehicle Production Region;Vehicle Production Country;OEM Group;Brand;Make Model;Global Segment;Propulsion;Fast-Charging;Battery kWh;Cathode Chemistry;Cell Supplier;2009;2010;2011;2012;jan-13;feb-13;mar-13;apr-13;maj-13;jun-13;jul-13;aug-13;sep-13;okt-13;nov-13;dec-13;2013;jan-14;feb-14;mar-14;apr-14;maj-14;jun-14;jul-14;aug-14;sep-14;okt-14;nov-14;dec-14;2014;jan-15;feb-15;mar-15;apr-15;maj-15;jun-15;jul-15;aug-15;sep-15;okt-15;nov-15;dec-15;2015;jan-16;feb-16;mar-16;apr-16;maj-16;jun-16;jul-16;aug-16;sep-16;okt-16;nov-16;dec-16;2016;jan-17;feb-17;mar-17;apr-17;maj-17;jun-17;jul-17;aug-17;sep-17;okt-17;nov-17;dec-17;2017;jan-18;feb-18;mar-18;apr-18;maj-18;jun-18;jul-18;aug-18;sep-18;okt-18;nov-18;dec-18;2018;jan-19;feb-19;mar-19;apr-19;maj-19;jun-19;jul-19;aug-19;sep-19;okt-19;nov-19;dec-19;2019;jan-20;feb-20;mar-20;apr-20;maj-20;jun-20;jul-20;aug-20;sep-20;okt-20;2020;Cumulative Sales 
Europe;France;Europe;Slovakia;VW Group;VW;VW e-Up! EV;Car-A;BEV;CCS;36,8;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;4;108;116;9;106;397;309;124;107;;1280;1280
Europe;France;Europe;Slovakia;VW Group;VW;VW e-Up! EV;Car-A;BEV;CCS;18,7;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;24;40;64;14;3;16;47;26;14;33;19;21;38;13;21;265;17;7;7;16;30;17;16;5;13;13;8;13;162;8;8;16;11;45;16;11;9;2;4;64;17;211;9;12;28;12;21;24;4;4;11;20;30;78;253;14;5;30;20;14;20;5;8;14;16;49;45;240;25;15;9;12;24;17;17;6;2;10;3;27;167;;;;;;;;;;;0;1362
Europe;France;Europe;Slovakia;VW Group;VW;VW e-Up! EV;LCV;BEV;CCS;36,8;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0
Europe;France;Europe;Slovakia;VW Group;VW;VW e-Up! EV;LCV;BEV;CCS;18,7;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;2;6;;;;;1;;;1;;;10;;;3;;;;4;;;;7;17
Europe;France;Europe;Germany;VW Group;VW;VW e-Crafter EV;LCV;BEV;CCS;35,8;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;8;;8;;;2;7;1;1;;1;;;;;12;4;2;;;3;71;51;32;26;;189;209
Europe;France;Europe;Germany;VW Group;VW;VW Golf PHEV;Car-C;PHEV;NA;8,8;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;69;79;50;118;194;274;200;84;172;168;150;129;1687;63;104;138;172;103;75;60;31;97;129;43;45;1060;13;15;9;83;105;84;78;63;109;99;115;98;871;31;41;38;38;66;101;50;136;117;23;9;5;655;2;1;;1;;;;;1;5;159;141;310;68;93;38;11;96;233;343;218;394;;1494;6077
Europe;France;Europe;Germany;VW Group;VW;VW Passat PHEV;Car-D;PHEV;NA;9,9;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;107;50;157;16;3;28;25;21;49;54;34;128;47;20;56;481;49;32;47;33;55;37;23;32;69;55;63;103;598;52;131;60;40;80;43;20;64;72;14;9;9;594;13;1;1;1;1;;;;;;;;17;;;;;;;;;;;0;1847
Europe;France;Europe;Germany;VW Group;VW;VW Passat PHEV;Car-D;PHEV;NA;13,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;1;22;25;136;85;269;18;53;25;8;73;72;52;25;85;;411;680
Europe;Germany;Europe;Germany;VW Group;Audi;Audi A3 PHEV;Car-C;PHEV;NA;8,8;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;0;;;;;;;;227;23;5;157;48;460;52;139;160;192;175;153;288;177;155;134;116;98;1839;78;210;199;94;119;96;71;41;100;266;158;183;1615;157;171;446;380;516;535;529;537;372;296;270;245;4454;154;75;82;181;228;279;251;331;31;21;20;29;1682;17;4;11;5;;1;;;;;7;24;69;314;466;687;411;732;838;1056;579;324;;5407;15526
Europe;Germany;Europe;Germany;VW Group;Audi;Audi A6 PHEV;Car-E;PHEV;NA;14,1;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;6;3;;1;4;5;5;7;31;42;37;40;96;107;108;472;720;944;;2566;2597
Europe;Germany;Europe;Germany;VW Group;Audi;Audi A7 PHEV;Car-E;PHEV;NA;14,1;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;3;3;15;9;7;3;4;2;5;7;3;5;66;4;3;;4;2;1;;1;7;25;24;7;78;63;59;80;44;41;38;164;179;54;;722;866
Europe;Germany;Europe;Germany;VW Group;Audi;Audi A8 PHEV;Car-F;PHEV;NA;14,1;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;8;9;5;3;2;1;2;2;3;2;3;3;43;1;1;;;1;;;2;6;49;54;11;125;80;42;40;10;35;60;96;39;39;;441;609
Europe;Germany;Europe;Germany;VW Group;Audi;Audi Q3 PHEV;SUV-C;PHEV;NA;14,1;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;2;1;;;1;3;1;1;;;6;2;17;8;5;;14;3;4;1;;7;;42;59
Europe;Germany;Americas;Mexico;VW Group;Audi;Audi Q5 PHEV;SUV-D;PHEV;NA;14,1;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;10;17;11;7;16;9;14;4;88;2;1;1;2;5;;1;;1;2;2;4;21;11;2;;;5;100;8;81;100;147;276;312;1042;645;289;300;211;437;637;477;574;1337;;4907;6058
Europe;Germany;Europe;Slovakia;VW Group;Audi;Audi Q7 PHEV;SUV-E;PHEV;NA;17,3;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;22;8;16;23;9;22;9;28;18;155;43;123;7;16;11;74;129;32;130;132;48;52;797;60;42;82;42;62;100;39;30;51;55;44;73;680;29;21;35;33;50;77;38;28;3;9;11;3;337;2;;4;5;;2;5;3;3;3;5;2;34;59;38;50;52;86;74;203;222;314;;1098;3101
Europe;Germany;Europe;Germany;VW Group;Audi;Audi Q8 PHEV;SUV-E;PHEV;NA;17,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;7;;;;;;;1;8;;;2;18;8;5;;1;1;;2;;;;17;35
Europe;Germany;Europe;Belgium;VW Group;Audi;Audi e-tron Quattro EV;SUV-E;BEV;CCS;71,5;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;146;353;320;356;349;444;;1968;1968
Europe;Germany;Europe;Belgium;VW Group;Audi;Audi e-tron Quattro EV;SUV-E;BEV;CCS;95;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;11;11;220;528;770;407;155;478;174;322;246;530;366;319;207;192;182;3578;572;591;721;100;230;200;300;330;440;;3484;7832
Europe;Germany;Europe;U.K.;VW Group;Bentley;Bentley Bentayga PHEV;SUV-F;PHEV;NA;17,3;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;4;3;7;14;9;37;10;9;9;;2;3;8;1;2;;44;81
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW 225xe PHEV;MPV-C;PHEV;NA;7,7 / 9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;8;19;3;9;1;170;10;41;2;263;58;26;56;75;77;84;65;68;119;114;225;236;1203;210;282;280;218;298;338;265;226;475;374;341;373;3680;236;215;404;88;28;500;594;707;752;504;456;394;4878;204;335;486;476;450;344;391;575;505;592;363;260;4981;163;261;305;132;80;207;349;270;278;;2045;17050
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW 330e PHEV;Car-D;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;22;64;168;438;416;529;1637;374;511;481;224;97;316;784;208;269;;3264;4901
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW 330e PHEV;Car-D;PHEV;NA;7,6;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;19;;19;;43;34;47;24;44;28;25;39;44;38;20;386;24;51;102;49;54;44;43;36;28;27;67;49;574;45;49;73;59;45;45;9;4;3;3;1;;336;;;;;;;;;;;;;0;;;;;;;;;;;0;1315
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW 530e PHEV;Car-E;PHEV;NA;9,2 / 12,0;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;14;14;2;11;49;75;88;100;145;141;110;142;123;89;1075;137;88;129;152;104;161;43;71;228;213;195;367;1888;228;196;278;329;360;218;432;322;302;543;529;472;4209;350;260;250;124;90;172;362;271;267;;2146;9332
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW 740e PHEV;Car-F;PHEV;NA;9,2;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;1;;33;47;37;42;24;24;208;26;21;36;22;17;20;23;34;25;34;35;28;321;27;32;55;68;38;40;30;30;38;25;20;7;410;;;;;;;;;;;;;0;;;;;;;;;;;0;939
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW 745e PHEV;Car-F;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;19;26;77;49;100;100;74;29;49;129;57;57;766;37;54;96;24;16;80;67;44;57;;475;1241
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW i3 EV / EREV;MPV-B;BEV;CCS;22/33/42;NMC;Samsung SDI;;;;;;;;;;;23;77;51;197;121;90;559;229;179;229;274;255;210;211;151;131;133;126;103;2231;138;182;177;219;153;120;194;75;164;201;314;334;2271;149;171;211;159;86;47;134;280;511;391;291;433;2863;388;305;398;357;297;315;325;238;364;332;438;562;4319;359;311;459;491;320;509;422;412;420;426;432;534;5095;703;694;770;762;878;714;967;992;865;861;546;630;9382;552;480;551;290;227;427;812;606;967;;4912;31632
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW i8 PHEV;SS;PHEV;NA;7,1 / 11,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;7;25;23;54;51;64;75;62;39;400;46;37;70;29;29;36;28;41;34;17;11;15;393;16;19;36;23;16;34;23;12;14;8;16;26;243;16;25;38;25;25;35;22;20;13;14;27;13;273;15;13;59;75;101;49;25;28;29;34;11;26;465;22;30;70;45;48;23;31;17;17;19;5;23;350;23;22;22;17;19;40;53;25;16;;237;2361
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW X1 25e PHEV;SUV-C;PHEV;NA;9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;16;;;;;;16;;;102;69;71;179;792;406;220;;1839;1855
Europe;Germany;Europe;Germany;BMW Group;BMW;BMW X2 25e PHEV;SUV-C;PHEV;NA;9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;9;2;16;3;;30;;;5;1;;2;6;40;19;;73;103
Europe;Germany;Americas;USA;BMW Group;BMW;BMW X3 30e PHEV;SUV-D;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;8;;29;5;5;6;1;2;1;7;;1;65;82;95;256;362;385;164;239;244;239;;2066;2131
Europe;Germany;Asia-Pacific;China;BMW Group;BMW;BMW iX3 EV;SUV-D;BEV;CCS;80;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;18;18
Europe;Germany;Americas;USA;BMW Group;BMW;BMW X5 40e PHEV;SUV-E;PHEV;NA;9,2;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;3;20;1;7;4;54;10;38;26;163;37;32;25;25;33;30;18;9;35;37;47;32;360;18;14;31;16;32;30;29;17;16;34;33;26;296;31;21;15;27;28;21;16;8;8;;1;1;177;;;;;;;;;;;;;0;;;;;;;;;;;0;996
Europe;Germany;Americas;USA;BMW Group;BMW;BMW X5 45e PHEV;SUV-E;PHEV;NA;23,8;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;8;43;76;86;114;327;227;123;195;291;280;55;244;402;393;;2210;2537
Europe;Germany;Americas;USA;GM;Chevrolet;Chevrolet Volt EREV;Car-C;PHEV;NA;16 - 17,1;NMC;LG Chem;;;25;25;;;;6;3;3;;;7;2;4;;25;;11;;;;;;;;;;;11;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;1;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;87
Europe;Germany;Europe;Spain;PSA Group;Citroen;Citroen Berlingo EV;LCV;BEV;ChaDeMo;22,5;LMO;GS Yuasa;;;;;;;;;;;;;;;;;0;0;7;9;9;9;9;9;9;1;0;0;0;62;;;5;;;5;;;5;;;;15;5;5;5;5;5;5;5;5;5;;5;;50;5;5;5;;5;;5;;5;;5;;35;4;5;4;5;2;4;4;4;5;4;5;4;50;5;5;15;5;5;10;;5;22;10;10;15;107;5;5;5;;2;5;5;;;;27;346
Europe;Germany;Europe;Spain;PSA Group;Citroen;Citroen Berlingo Multispace EV;MPV-C;BEV;ChaDeMo;22,5;LMO;GS Yuasa;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;1;;;;2;;1;;;;;;4;;;;;;;;;;;;;0;;;;;;;;;;;0;4
Europe;Germany;Asia-Pacific;Japan;PSA Group;Citroen;Citroen C-Zero EV;Car-A;BEV;ChaDeMo;16;LTO;GS Yuasa;;3;200;454;6;253;1;2;5;5;;;;;4;;276;2;4;3;;;5;7;3;2;1;1;1;29;;;;;;;;2;3;2;4;1;12;8;7;5;6;7;7;15;17;12;9;4;16;113;18;25;17;16;25;21;20;11;8;6;6;3;176;1;7;3;12;12;7;24;6;3;3;12;9;99;5;5;10;43;20;20;10;12;7;5;2;3;142;42;11;;2;3;13;18;11;6;;106;1610
Europe;Germany;Europe;France;PSA Group;Citroen;Citroen e-Mehari EV;SUV-B;BEV;NA;30;LMP;Bollore;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;3;3;3;;;;;;;;2;11;;;;;;;;;;;;;0;;;;;;;;;;;0;11
Europe;Germany;Europe;France;PSA Group;Citroen;Citroen C5 Aircross PHEV;SUV-C;PHEV;NA;13,2;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;3;143;;176;176
Europe;Germany;Europe;France;PSA Group;DS;DS-3 Crossback EV;SUV-B;BEV;CCS;50;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;3;9;12;64;12;5;2;5;5;10;7;9;;119;131
Europe;Germany;Europe;France;PSA Group;DS;DS-7 Crossback PHEV;SUV-D;PHEV;NA;13,2;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;4;;;;;;6;4;14;95;51;40;36;47;34;46;54;35;;438;452
Europe;Germany;Europe;Finland;Other;Fisker;Fisker Karma EREV;Car-F;PHEV;NA;20,1;LFP;Wanxiang 123 ;;;;50;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;50
Europe;Germany;Americas;USA;Ford;Ford;Ford C-Max Energi PHEV;MPV-C;PHEV;NA;7,6;NMC;Panasonic-Sanyo;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;10;2;;;;;;;;;;;12;;;;;;2;;;1;;;;3;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;15
Europe;Germany;Americas;USA;Ford;Ford;Ford Focus Electric EV;Car-C;BEV;NA;23;NMC;LG Chem;;;;;;;;;;;;9;7;6;8;5;35;5;5;2;;;4;1;;;2;;;19;1;;;6;1;;;1;2;3;;1;15;;;1;;1;;;;1;;3;1;7;;5;;1;12;;13;2;1;;;;34;;5;10;2;;;;;;;;;17;;;;;;;;;;;;;0;;;;;;;;;;;0;127
Europe;Germany;Europe;Spain;Ford;Ford;Ford Kuga / Escape PHEV;SUV-C;PHEV;NA;14,4;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;29;140;157;422;807;1691;1588;1001;;5846;5846
Europe;Germany;Americas;USA;Ford;Ford;Ford Explorer PHEV;SUV-E;PHEV;NA;13,6;NMC;unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;1;1;28;13;12;9;59;125;170;166;100;;682;683
Europe;Germany;Europe;Germany;Ford;Ford;Ford Tourneo Custom PHEV;MPV-D;PHEV;NA;13,6;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;7;;1;;10;;17;;;4;20;4;13;9;;67;77
Europe;Germany;Europe;Germany;Ford;Ford;Ford Transit Custom PHEV;LCV;PHEV;NA;13,6;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;10;5;10;25;5;15;10;;88;88
Europe;Germany;Asia-Pacific;Japan;Honda Motor;Honda;Honda Clarity FCEV;Car-D;FCEV;NA;14;Unknown Li-Ion;Blue Energy;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;3;;;;;;3;;;;;;;;;;1;;1;2;;;;;;;;;;;;;0;;;;;;;;;;;0;5
Europe;Germany;Asia-Pacific;Japan;Honda Motor;Honda;Honda e EV;Car-B;BEV;CCS;35,5;Unknown Li-Ion;Panasonic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;6;1;11;75;43;18;144;;305;305
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Ioniq Electric EV;Car-C;BEV;CCS;28 / 42;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;10;;1;;;30;39;80;29;12;37;73;130;63;93;43;47;47;215;92;881;189;109;61;96;98;126;105;138;110;257;227;179;1695;203;142;131;137;152;102;180;152;112;269;76;35;1691;191;151;134;55;80;71;426;313;177;;1598;5945
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Ioniq PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;2;;2;94;49;73;36;25;24;305;81;98;80;79;108;106;159;112;53;71;50;48;1045;140;64;65;54;72;58;59;99;68;105;62;109;955;146;160;100;43;108;85;187;196;196;;1221;3526
Europe;Germany;Europe;Czech Rep.;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;67;NMC;SK-Group;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;315;320;1300;1300;1400;;4635;4635
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;42;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;56;61;388;97;126;;728;728
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;42 / 67;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;2;1;2;;;2;6;91;78;95;104;381;291;400;284;296;226;275;380;441;221;263;170;274;3521;358;361;278;250;;;;;;;1247;5149
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Tucson / ix35 FCEV;SUV-D;FCEV;NA;0,95;LMP;Unknown;;;;;;;;;;;;;;;;;0;;;;;;;;;;;2;1;3;5;5;5;5;5;5;5;5;5;1;11;15;72;2;1;3;4;1;3;;;3;2;1;4;24;2;2;4;1;1;2;;;;2;;4;18;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;117
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Nexo FCEV;SUV-D;FCEV;NA;1,56;Unknown;Unknown;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;2;2;1;7;16;13;41;2;1;;34;8;17;19;12;4;4;12;27;140;6;8;18;20;22;24;30;15;30;;173;354
Europe;Germany;Europe;Italy;FCA;Iveco;Iveco Daily Electric EV;LCV;BEV;NA;28,2;Zebra;FZ Sonick;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;1;;;2;;;2;;1;;6;;;1;;;5;;;5;;;5;16;;;;;;;;;;;0;22
Europe;Germany;Europe;Austria;Tata-JLR;Jaguar;Jaguar i-Pace EV;SUV-D;BEV;CCS;90;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;31;2;10;70;2;8;22;38;8;191;16;92;106;85;86;56;89;82;92;85;106;59;954;88;58;41;24;34;68;73;37;20;;443;1588
Europe;Germany;Europe;Italy;FCA;Jeep;Jeep Renegade PHEV;SUV-B;PHEV;NA;11,4;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;113;60;;213;213
Europe;Germany;Europe;Italy;FCA;Jeep;Jeep Compass PHEV;SUV-C;PHEV;NA;11,4;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;91;91;;201;201
Europe;Germany;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia K5 / Optima PHEV;Car-D;PHEV;NA;9,8;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;19;3;5;4;1;32;3;3;6;5;2;2;35;81;29;33;13;25;237;25;17;18;24;33;24;16;21;9;4;4;1;196;5;61;25;12;4;23;42;43;108;32;62;32;449;31;16;26;2;8;7;41;27;20;;178;1092
Europe;Germany;Europe;Slovakia;Hyundai Motor;Kia;Kia Ceed PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;240;181;93;72;110;603;512;520;;2385;2385
Europe;Germany;Europe;Slovakia;Hyundai Motor;Kia;Kia XCeed PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;2;;;2;;54;20;10;7;12;56;40;59;;258;260
