Sales Region;Sales Country;Vehicle Production Region;Vehicle Production Country;OEM Group;Brand;Make Model;Global Segment;Propulsion;Fast-Charging;Battery kWh;Cathode Chemistry;Cell Supplier;2009;2010;2011;2012;jan-13;feb-13;mar-13;apr-13;maj-13;jun-13;jul-13;aug-13;sep-13;okt-13;nov-13;dec-13;2013;jan-14;feb-14;mar-14;apr-14;maj-14;jun-14;jul-14;aug-14;sep-14;okt-14;nov-14;dec-14;2014;jan-15;feb-15;mar-15;apr-15;maj-15;jun-15;jul-15;aug-15;sep-15;okt-15;nov-15;dec-15;2015;jan-16;feb-16;mar-16;apr-16;maj-16;jun-16;jul-16;aug-16;sep-16;okt-16;nov-16;dec-16;2016;jan-17;feb-17;mar-17;apr-17;maj-17;jun-17;jul-17;aug-17;sep-17;okt-17;nov-17;dec-17;2017;jan-18;feb-18;mar-18;apr-18;maj-18;jun-18;jul-18;aug-18;sep-18;okt-18;nov-18;dec-18;2018;jan-19;feb-19;mar-19;apr-19;maj-19;jun-19;jul-19;aug-19;sep-19;okt-19;nov-19;dec-19;2019;jan-20;feb-20;mar-20;apr-20;maj-20;jun-20;jul-20;aug-20;sep-20;okt-20;2020;Cumulative Sales 
Europe;Spain;Europe;U.K.;VW Group;Bentley;Bentley Bentayga PHEV;SUV-F;PHEV;NA;17,3;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;1;1;2;2;1;1;;1;;3;;;;8;10
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW 225xe PHEV;MPV-C;PHEV;NA;7,7 / 9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;5;3;3;6;11;9;12;9;18;2;2;2;82;16;18;24;18;22;27;27;11;24;26;35;61;309;12;10;4;3;5;57;9;7;30;12;23;284;456;9;14;166;70;98;68;38;54;94;49;50;55;765;14;12;31;;6;34;13;3;17;;130;1742
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW 330e PHEV;Car-D;PHEV;NA;7,6;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;8;4;4;7;7;9;1;2;6;7;8;63;6;4;14;14;11;11;8;13;6;4;13;49;153;4;8;13;5;16;15;1;5;1;;1;;69;1;;;;;;;;;;;;1;;;;;;;;;;;0;286
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW 330e PHEV;Car-D;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;2;8;18;48;21;44;141;31;18;2;;4;15;30;5;1;;106;247
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW 530e PHEV;Car-E;PHEV;NA;9,2 / 12,0;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;7;8;9;9;11;5;11;8;10;78;9;11;11;8;15;21;7;3;27;19;18;15;164;7;11;20;9;17;15;13;9;4;9;21;20;155;21;9;3;;1;3;9;11;19;;76;473
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW 740e PHEV;Car-F;PHEV;NA;9,2;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;2;5;3;10;2;1;2;2;5;;3;2;3;2;;3;25;2;2;4;3;1;6;2;5;2;2;3;5;37;3;2;7;1;2;1;;;;;;;16;;;;;;;;;;;0;88
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW 745e PHEV;Car-F;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;1;1;13;4;5;2;1;10;;4;41;2;5;3;1;5;5;1;2;5;;29;70
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW i3 EV / EREV;MPV-B;BEV;CCS;22/33/42;NMC;Samsung SDI;;;;;;;;;;;;;;;23;4;27;14;12;10;10;18;12;29;13;20;19;12;35;204;9;17;2;16;27;22;19;10;50;35;14;30;251;20;14;22;10;44;32;44;43;32;31;26;20;338;19;34;69;79;75;45;47;34;124;44;62;51;683;33;59;40;45;65;70;42;80;101;46;52;49;682;67;54;118;77;65;101;68;51;48;75;118;74;916;66;56;12;2;19;43;41;22;44;;305;3406
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW i8 PHEV;SS;PHEV;NA;7,1 / 11,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;1;2;1;4;4;5;5;22;;3;;12;2;3;5;3;3;;5;;36;11;1;4;2;5;1;8;1;1;;3;2;39;;1;;;4;4;1;;;1;2;;13;4;3;;1;4;1;1;2;1;5;;1;23;1;1;;;6;9;4;3;2;2;;;28;;4;;;3;;1;;;;8;169
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW X1 25e PHEV;SUV-C;PHEV;NA;9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;8;34;54;19;49;;165;165
Europe;Spain;Europe;Germany;BMW Group;BMW;BMW X2 25e PHEV;SUV-C;PHEV;NA;9,7;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;4
Europe;Spain;Americas;USA;BMW Group;BMW;BMW X3 30e PHEV;SUV-D;PHEV;NA;12;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;18;18;12;3;26;34;41;40;34;;226;226
Europe;Spain;Americas;USA;BMW Group;BMW;BMW X5 40e PHEV;SUV-E;PHEV;NA;9,2;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;3;4;5;16;28;8;6;16;7;16;19;12;7;11;2;11;5;120;3;6;9;7;8;10;7;3;6;8;13;17;97;9;6;6;11;13;12;3;4;4;5;4;5;82;;;;;;;;;;;;;0;;;;;;;;;;;0;327
Europe;Spain;Americas;USA;BMW Group;BMW;BMW X5 45e PHEV;SUV-E;PHEV;NA;23,8;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;13;50;27;90;32;32;16;1;19;23;11;6;9;;149;239
Europe;Spain;Asia-Pacific;China;BYD;BYD;BYD e6 EV;MPV-D;BEV;BYD;61 / 82;LFP;BYD;;;;;;;;;;;;;;;;;0;;;1;;;;;;6;4;3;1;15;;;;;;1;1;;;;;;2;;;;;;;3;;;;1;;4;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;21
Europe;Spain;Asia-Pacific;China;BYD;BYD;BYD F3 DM PHEV;Car-C;PHEV;NA;16;LFP;BYD;;;8;2;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;10
Europe;Spain;Americas;USA;GM;Chevrolet;Chevrolet Volt EREV;Car-C;PHEV;NA;16 - 17,1;NMC;LG Chem;;;;14;;;1;;;;;;;;1;;2;;;1;;;;;;;;;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;17
Europe;Spain;Europe;France;PSA Group;Citroen;Citroen e-Mehari EV;SUV-B;BEV;NA;30;LMP;Bollore;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;9;2;5;2;1;2;;21;;;1;3;4;1;1;1;;;;1;12;1;1;8;10;5;6;1;1;1;;;;34;;2;1;3;;;5;;;;;;11;;;;;;;;;;;0;78
Europe;Spain;Europe;Spain;PSA Group;Citroen;Citroen Berlingo EV;LCV;BEV;ChaDeMo;22,5;LMO;GS Yuasa;;;;;;;;;;;;;;;;;0;;;;;;;;;4;5;5;1;15;;;;;;;;;;2;;;2;;1;4;1;11;2;2;1;;;10;;32;;9;16;3;18;7;4;6;5;38;3;3;112;7;3;33;20;3;11;7;10;5;43;2;;144;11;3;7;1;1;5;1;2;;;1;1;33;2;4;;;;;1;1;5;;13;351
Europe;Spain;Europe;Spain;PSA Group;Citroen;Citroen Berlingo Multispace EV;MPV-C;BEV;ChaDeMo;22,5;LMO;GS Yuasa;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;33;2;;2;;2;1;;;1;;2;43;3;1;1;;3;2;1;24;;;35;78
Europe;Spain;Asia-Pacific;Japan;PSA Group;Citroen;Citroen C-Zero EV;Car-A;BEV;ChaDeMo;16;LTO;GS Yuasa;;;85;58;;;;;;2;;;;50;1;5;58;;;;1;;;;;1;;;;2;;;;;;;1;3;;3;1;;8;;5;17;5;1;;;;;;300;168;496;2;40;3;2;1;51;2;2;1;4;15;37;160;3;2;4;3;2;4;3;7;1;3;;10;42;20;4;1;1;4;6;5;1;4;2;1;2;51;8;24;6;;;;;;;;38;998
Europe;Spain;Europe;Spain;PSA Group;Citroen;Citroen e-C4 EV;Car-C;BEV;CCS;50;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;;8;8
Europe;Spain;Europe;France;PSA Group;Citroen;Citroen C5 Aircross PHEV;SUV-C;PHEV;NA;13,2;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;45;118;;182;182
Europe;Spain;Europe;France;PSA Group;Citroen;Citroen e-Jumpy EV;LCV;BEV;CCS;50 / 75;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1
Europe;Spain;Europe;Germany;VW Group;Seat;Seat Cupra El-Born EV;Car-C;BEV;CCS;82;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1
Europe;Spain;Europe;France;PSA Group;DS;DS-3 Crossback EV;SUV-B;BEV;CCS;50;NMC;CATL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;7;16;;23;84;17;2;;2;11;13;5;14;;148;171
Europe;Spain;Europe;France;PSA Group;DS;DS-7 Crossback PHEV;SUV-D;PHEV;NA;13,2;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;10;12;1;23;125;69;31;3;46;45;70;32;29;;450;473
Europe;Spain;Americas;USA;Ford;Ford;Ford Focus Electric EV;Car-C;BEV;NA;23;NMC;LG Chem;;;;;;;;;;;;;;;4;1;5;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;0;;;;;;;1;;;;;;1;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;0;7
Europe;Spain;Europe;Spain;Ford;Ford;Ford Kuga / Escape PHEV;SUV-C;PHEV;NA;14,4;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;11;37;147;20;129;130;191;92;56;;813;813
Europe;Spain;Americas;USA;Ford;Ford;Ford Explorer PHEV;SUV-E;PHEV;NA;13,6;NMC;unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;13;;16;16
Europe;Spain;Europe;Germany;Ford;Ford;Ford Transit Custom PHEV;LCV;PHEV;NA;13,6;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;7;1;;;;;8;;;;;;;;;;;0;8
Europe;Spain;Asia-Pacific;Japan;Honda Motor;Honda;Honda e EV;Car-B;BEV;CCS;35,5;Unknown Li-Ion;Panasonic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;20;1;8;;34;34
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Nexo FCEV;SUV-D;FCEV;NA;1,56;Unknown;Unknown;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;1;;;;1;;;;;;;;;;;;;0;;1;;;;;;;;;1;2
Europe;Spain;Europe;Czech Rep.;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;67;NMC;SK-Group;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;5;40;90;110;171;;416;416
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;42;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;1;3;10;15;20;;49;49
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Kona EV;SUV-C;BEV;CCS;42 / 67;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;38;34;26;124;222;128;92;86;79;85;124;90;48;39;90;77;65;1003;116;34;41;4;;;;;;;195;1420
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Ioniq PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;16;12;35;14;21;7;35;140;20;27;15;17;15;30;23;19;12;15;44;41;278;35;41;36;55;65;33;28;39;29;30;44;27;462;22;22;43;7;137;133;174;48;27;;613;1493
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Hyundai;Hyundai Ioniq Electric EV;Car-C;BEV;CCS;28 / 42;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;1;1;2;;1;6;3;4;6;22;42;14;13;7;11;129;22;15;11;13;10;13;5;25;15;23;26;20;198;18;8;7;19;16;17;22;9;11;28;7;14;176;24;11;6;;3;5;38;36;24;;147;652
Europe;Spain;Europe;Italy;FCA;Iveco;Iveco Daily Electric EV;LCV;BEV;NA;28,2;Zebra;FZ Sonick;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;1;;;;;;;;1;;;;;;;;;;;;;0;;1;;;;;;;;;1;2
Europe;Spain;Asia-Pacific;China;JAC Motors;JAC iEV;JAC iEV7S EV;SUV-B;BEV;Unknown;42,8;LFP;Hefei Guoxuan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1
Europe;Spain;Europe;Austria;Tata-JLR;Jaguar;Jaguar i-Pace EV;SUV-D;BEV;CCS;90;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;5;1;2;1;6;10;24;13;4;66;19;27;20;6;22;16;19;6;5;8;8;10;166;4;7;2;1;2;1;10;5;6;;38;270
Europe;Spain;Europe;Italy;FCA;Jeep;Jeep Renegade PHEV;SUV-B;PHEV;NA;11,4;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;3;7;;61;61
Europe;Spain;Europe;Italy;FCA;Jeep;Jeep Compass PHEV;SUV-C;PHEV;NA;11,4;NMC;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;24;;50;50
Europe;Spain;Europe;Slovakia;Hyundai Motor;Kia;Kia Ceed PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;5;40;22;;69;69
Europe;Spain;Europe;Slovakia;Hyundai Motor;Kia;Kia XCeed PHEV;Car-C;PHEV;NA;8,9;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;27;111;106;158;;406;406
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia Soul EV;MPV-B;BEV;ChaDeMo;30;NMC;SK-Group;;;;;;;;;;;;;;;;;0;;;;;;;1;;1;;;;2;;3;4;1;5;17;11;14;13;10;4;7;89;7;12;12;3;13;2;4;5;8;7;7;8;88;6;5;9;11;9;9;4;10;10;6;;18;97;10;12;6;6;11;11;5;6;4;21;5;45;142;3;1;4;5;2;;;;;;;;15;;;;;;;;;;;0;433
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia e-Soul EV;MPV-C;BEV;CCS;42 / 67;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;8;15;1;10;6;2;;42;23;19;4;;2;11;15;12;24;;110;152
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia Niro EV;SUV-C;BEV;CCS;42 / 67;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;33;32;30;33;41;46;37;47;45;3;1;348;68;42;14;;8;37;103;68;115;;455;803
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia Niro PHEV;SUV-C;PHEV;NA;8,9;NMC;SK-Group;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;7;12;46;59;124;21;48;30;25;160;382;36;20;14;21;37;27;821;19;17;81;37;43;32;56;30;30;40;4;1;390;93;133;30;;27;132;210;96;160;;881;2216
Europe;Spain;Asia-Pacific;South Korea;Hyundai Motor;Kia;Kia K5 / Optima PHEV;Car-D;PHEV;NA;9,8;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;14;4;4;2;4;1;1;2;2;1;1;36;3;;1;3;7;4;1;9;2;3;2;22;57;3;;4;9;3;5;3;1;2;6;;2;38;8;2;5;;1;1;18;4;;;39;170
Europe;Spain;Europe;U.K.;Tata-JLR;Range Rover;Range Rover Sport PHEV;SUV-E;PHEV;NA;13,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;3;8;5;7;;2;8;40;15;88;33;28;20;42;35;30;20;26;13;41;16;18;322;20;12;8;;14;21;14;23;12;;124;534
Europe;Spain;Europe;U.K.;Tata-JLR;Range Rover;Range Rover PHEV;SUV-E;PHEV;NA;13,1;NMC;Samsung SDI;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;2;1;1;6;3;;2;6;24;45;24;24;10;14;8;3;1;8;4;2;6;7;111;3;1;2;;3;5;2;2;2;;20;176
Europe;Spain;Europe;Germany;VW Group;MAN;MAN e-TGE EV;LCV;BEV;CCS;35,8;NMC;Samsung SDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;2;2;;;8;;1;;;;;;9;11
Europe;Spain;Asia-Pacific;Japan;Mazda;Mazda;Mazda MX-30 EV;SUV-C;BEV;CCS;35,5;Unknown Li-Ion;Panasonic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;40;;98;98
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes A250e PHEV;Car-C;PHEV;CCS;15,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;9;84;72;128;;295;295
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes B250e PHEV;MPV-C;PHEV;CCS;15,6;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;17;;20;20
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes B-Class EV;MPV-C;BEV;NA;28;NCA;Panasonic;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;2;;3;1;2;3;3;;14;2;3;1;1;2;1;;1;2;1;;;14;;1;3;;1;;1;1;2;;1;2;12;;2;1;;;1;;;;;;1;5;;;;;;;;;;;;;0;;;;;;;;;;;0;45
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes CLA250e PHEV;Car-C;PHEV;CCS;15,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;7;7
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes C350e PHEV;Car-D;PHEV;NA;8,7;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;1;3;1;5;1;4;2;2;2;3;;;6;2;4;1;27;1;1;1;4;5;5;2;4;2;4;1;3;33;2;3;2;2;1;2;;1;;;2;;15;;;;;;;;;;;;;0;;;;;;;;;;;0;80
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes C300e/de PHEV;Car-D;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;1;;;;1;;;;4;5;7;18;8;11;2;;5;10;4;6;2;;48;66
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes E350e PHEV;Car-E;PHEV;NA;8,7;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;2;4;5;3;1;5;3;2;1;1;6;5;38;;1;2;2;3;1;;;;1;1;;11;;;;;;;;;;;;;0;;;;;;;;;;;0;49
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes E300e/de PHEV;Car-E;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;1;6;4;16;17;21;22;9;15;12;18;6;147;10;6;7;;3;8;13;5;3;;55;202
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes GLA250e PHEV;SUV-C;PHEV;CCS;15,6;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3;3
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes GLC350e PHEV;SUV-D;PHEV;NA;8,7;NMC;LG Chem;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;1;3;3;7;18;10;42;22;5;18;15;18;31;43;25;30;30;49;18;304;46;16;12;12;13;7;3;2;1;1;;;113;;;;3;;;;;;;;;3;;;;;;;;;;;0;462
Europe;Spain;Europe;Germany;Daimler AG;Mercedes-Benz;Mercedes GLC300e/de PHEV;SUV-D;PHEV;NA;13,5;NMC;SK-Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24;18;40;;83;83
Europe;Spain;Americas;USA;Daimler AG;Mercedes-Benz;Mercedes GLE350e/de PHEV;SUV-E;PHEV;CCS;31,2;NMC;LG Chem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;5;;9;9
